# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-5 -7 0 595652
-4 -7 0 595652
-3 -7 0 595652
-2 -7 0 595652
-1 -7 0 595652
-16 -6 0 595652
-15 -6 0 595652
-14 -6 0 595652
-13 -6 0 595652
-12 -6 0 595652
-11 -6 0 595652
-10 -6 0 595652
-9 -6 0 595652
-8 -6 0 595652
-7 -6 0 595652
-6 -6 0 595652
-5 -6 0 595652
-4 -6 0 595652
-3 -6 0 595652
-2 -6 0 595652
-1 -6 0 595652
-16 -5 0 595652
-15 -5 0 595652
-14 -5 0 595652
-13 -5 0 595652
-12 -5 0 595652
-11 -5 0 595652
-10 -5 0 595652
-9 -5 0 595652
-8 -5 0 595652
-7 -5 0 595652
-6 -5 0 595652
-5 -5 0 595652
-4 -5 0 595652
-3 -5 0 595652
-2 -5 0 595652
-1 -5 0 595652
-16 -4 0 595652
-15 -4 0 595652
-14 -4 0 595652
-13 -4 0 595652
-12 -4 0 595652
-11 -4 0 595652
-10 -4 0 595652
-9 -4 0 595652
-8 -4 0 595652
-7 -4 0 595652
-6 -4 0 595652
-5 -4 0 595652
-4 -4 0 595652
-3 -4 0 595652
-2 -4 0 595652
-1 -4 0 595652
-16 -3 0 595652
-15 -3 0 595652
-14 -3 0 595652
-13 -3 0 595652
-12 -3 0 595652
-11 -3 0 595652
-10 -3 0 595652
-9 -3 0 595652
-8 -3 0 595652
-7 -3 0 595652
-6 -3 0 595652
-5 -3 0 595652
-4 -3 0 595652
-3 -3 0 595652
-2 -3 0 595652
-1 -3 0 595652
-16 -2 0 595652
-15 -2 0 595652
-14 -2 0 595652
-13 -2 0 595652
-12 -2 0 595652
-11 -2 0 595652
-10 -2 0 595652
-9 -2 0 595652
-8 -2 0 595652
-7 -2 0 595652
-6 -2 0 595652
-5 -2 0 595652
-4 -2 0 595652
-3 -2 0 595652
-2 -2 0 595652
-1 -2 0 595652
-16 -1 0 595652
-15 -1 0 595652
-14 -1 0 595652
-13 -1 0 595652
-12 -1 0 595652
-11 -1 0 595652
-10 -1 0 595652
-9 -1 0 595652
-8 -1 0 595652
-7 -1 0 595652
-6 -1 0 595652
-5 -1 0 595652
-4 -1 0 595652
-3 -1 0 595652
-2 -1 0 595652
-1 -1 0 595652
-16 -16 1 595652
-15 -16 1 595652
-14 -16 1 595652
-13 -16 1 595652
-12 -16 1 595652
-11 -16 1 595652
-10 -16 1 595652
-9 -16 1 595652
-8 -16 1 595652
-7 -16 1 595652
-6 -16 1 595652
-5 -16 1 595652
-4 -16 1 595652
-3 -16 1 595652
-2 -16 1 595652
-1 -16 1 595652
-16 -15 1 595652
-15 -15 1 595652
-14 -15 1 595652
-13 -15 1 595652
-12 -15 1 595652
-11 -15 1 595652
-10 -15 1 595652
-9 -15 1 595652
-8 -15 1 595652
-7 -15 1 595652
-6 -15 1 595652
-5 -15 1 595652
-4 -15 1 595652
-3 -15 1 595652
-2 -15 1 595652
-1 -15 1 595652
-16 -14 1 595652
-15 -14 1 595652
-14 -14 1 595652
-13 -14 1 595652
-12 -14 1 595652
-11 -14 1 595652
-10 -14 1 595652
-9 -14 1 595652
-8 -14 1 595652
-7 -14 1 595652
-6 -14 1 595652
-5 -14 1 595652
-4 -14 1 595652
-3 -14 1 595652
-2 -14 1 595652
-1 -14 1 595652
-16 -13 1 595652
-15 -13 1 595652
-14 -13 1 595652
-13 -13 1 595652
-12 -13 1 595652
-11 -13 1 595652
-10 -13 1 595652
-9 -13 1 595652
-8 -13 1 595652
-7 -13 1 595652
-6 -13 1 595652
-5 -13 1 595652
-4 -13 1 595652
-3 -13 1 595652
-2 -13 1 595652
-1 -13 1 595652
-16 -12 1 595652
-15 -12 1 595652
-14 -12 1 595652
-13 -12 1 595652
-12 -12 1 595652
-11 -12 1 595652
-10 -12 1 595652
-9 -12 1 595652
-8 -12 1 595652
-7 -12 1 595652
-6 -12 1 595652
-5 -12 1 595652
-4 -12 1 595652
-3 -12 1 595652
-2 -12 1 595652
-1 -12 1 595652
-16 -11 1 595652
-15 -11 1 595652
-14 -11 1 595652
-13 -11 1 595652
-12 -11 1 595652
-11 -11 1 595652
-10 -11 1 595652
-9 -11 1 595652
-8 -11 1 595652
-7 -11 1 595652
-6 -11 1 595652
-5 -11 1 595652
-4 -11 1 595652
-3 -11 1 595652
-2 -11 1 595652
-1 -11 1 595652
-16 -10 1 595652
-15 -10 1 595652
-14 -10 1 595652
-13 -10 1 595652
-12 -10 1 595652
-11 -10 1 595652
-10 -10 1 595652
-9 -10 1 595652
-8 -10 1 595652
-7 -10 1 595652
-6 -10 1 595652
-5 -10 1 595652
-4 -10 1 595652
-3 -10 1 595652
-2 -10 1 595652
-1 -10 1 595652
-16 -9 1 595652
-15 -9 1 595652
-14 -9 1 595652
-13 -9 1 595652
-12 -9 1 595652
-11 -9 1 595652
-10 -9 1 595652
-9 -9 1 595652
-8 -9 1 595652
-7 -9 1 595652
-6 -9 1 595652
-5 -9 1 595652
-4 -9 1 595652
-3 -9 1 595652
-2 -9 1 595652
-1 -9 1 595652
-16 -8 1 595652
-15 -8 1 595652
-14 -8 1 595652
-13 -8 1 595652
-12 -8 1 595652
-11 -8 1 595652
-10 -8 1 595652
-9 -8 1 595652
-8 -8 1 595652
-7 -8 1 595652
-6 -8 1 595652
-5 -8 1 595652
-4 -8 1 595652
-3 -8 1 595652
-2 -8 1 595652
-1 -8 1 595652
-16 -7 1 595652
-15 -7 1 595652
-14 -7 1 595652
-13 -7 1 595652
-12 -7 1 595652
-11 -7 1 595652
-10 -7 1 595652
-9 -7 1 595652
-8 -7 1 595652
-7 -7 1 595652
-6 -7 1 595652
-5 -7 1 595652
-4 -7 1 595652
-3 -7 1 595652
-2 -7 1 595652
-1 -7 1 595652
-16 -6 1 595652
-15 -6 1 595652
-14 -6 1 595652
-13 -6 1 595652
-12 -6 1 595652
-11 -6 1 595652
-10 -6 1 595652
-9 -6 1 595652
-8 -6 1 595652
-7 -6 1 595652
-6 -6 1 595652
-5 -6 1 595652
-4 -6 1 595652
-3 -6 1 595652
-2 -6 1 595652
-1 -6 1 595652
-16 -5 1 595652
-15 -5 1 595652
-14 -5 1 595652
-13 -5 1 595652
-12 -5 1 595652
-11 -5 1 595652
-10 -5 1 595652
-9 -5 1 595652
-8 -5 1 595652
-7 -5 1 595652
-6 -5 1 595652
-5 -5 1 595652
-4 -5 1 595652
-3 -5 1 595652
-2 -5 1 595652
-1 -5 1 595652
-16 -4 1 595652
-15 -4 1 595652
-14 -4 1 595652
-13 -4 1 595652
-12 -4 1 595652
-11 -4 1 595652
-10 -4 1 595652
-9 -4 1 595652
-8 -4 1 595652
-7 -4 1 595652
-6 -4 1 595652
-5 -4 1 595652
-4 -4 1 595652
-3 -4 1 595652
-2 -4 1 595652
-1 -4 1 595652
-16 -3 1 595652
-15 -3 1 595652
-14 -3 1 595652
-13 -3 1 595652
-12 -3 1 595652
-11 -3 1 595652
-10 -3 1 595652
-9 -3 1 595652
-8 -3 1 595652
-7 -3 1 595652
-6 -3 1 595652
-5 -3 1 595652
-4 -3 1 595652
-3 -3 1 595652
-2 -3 1 595652
-1 -3 1 595652
-16 -2 1 595652
-15 -2 1 595652
-14 -2 1 595652
-13 -2 1 595652
-12 -2 1 595652
-11 -2 1 595652
-10 -2 1 595652
-9 -2 1 595652
-8 -2 1 595652
-7 -2 1 595652
-6 -2 1 595652
-5 -2 1 595652
-4 -2 1 595652
-3 -2 1 595652
-2 -2 1 595652
-1 -2 1 595652
-16 -1 1 595652
-15 -1 1 595652
-14 -1 1 595652
-13 -1 1 595652
-12 -1 1 595652
-11 -1 1 595652
-10 -1 1 595652
-9 -1 1 595652
-8 -1 1 595652
-7 -1 1 595652
-6 -1 1 595652
-5 -1 1 595652
-4 -1 1 595652
-3 -1 1 595652
-2 -1 1 595652
-1 -1 1 595652
-16 -16 2 595652
-15 -16 2 595652
-14 -16 2 595652
-13 -16 2 595652
-12 -16 2 595652
-11 -16 2 595652
-10 -16 2 595652
-9 -16 2 595652
-8 -16 2 595652
-7 -16 2 595652
-6 -16 2 595652
-5 -16 2 595652
-4 -16 2 595652
-3 -16 2 595652
-2 -16 2 595652
-1 -16 2 595652
-16 -15 2 595652
-15 -15 2 595652
-14 -15 2 595652
-13 -15 2 595652
-12 -15 2 595652
-11 -15 2 595652
-10 -15 2 595652
-9 -15 2 595652
-8 -15 2 595652
-7 -15 2 595652
-6 -15 2 595652
-5 -15 2 595652
-4 -15 2 595652
-3 -15 2 595652
-2 -15 2 595652
-1 -15 2 595652
-16 -14 2 595652
-15 -14 2 595652
-14 -14 2 595652
-13 -14 2 595652
-12 -14 2 595652
-11 -14 2 595652
-10 -14 2 595652
-9 -14 2 595652
-8 -14 2 595652
-7 -14 2 595652
-6 -14 2 595652
-5 -14 2 595652
-4 -14 2 595652
-3 -14 2 595652
-2 -14 2 595652
-1 -14 2 595652
-16 -13 2 595652
-15 -13 2 595652
-14 -13 2 595652
-13 -13 2 595652
-12 -13 2 595652
-11 -13 2 595652
-10 -13 2 595652
-9 -13 2 595652
-8 -13 2 595652
-7 -13 2 595652
-6 -13 2 595652
-5 -13 2 595652
-4 -13 2 595652
-3 -13 2 595652
-2 -13 2 595652
-1 -13 2 595652
-16 -12 2 595652
-15 -12 2 595652
-14 -12 2 595652
-13 -12 2 595652
-12 -12 2 595652
-11 -12 2 595652
-10 -12 2 595652
-9 -12 2 595652
-8 -12 2 595652
-7 -12 2 595652
-6 -12 2 595652
-5 -12 2 595652
-4 -12 2 595652
-3 -12 2 595652
-2 -12 2 595652
-1 -12 2 595652
-16 -11 2 595652
-15 -11 2 595652
-14 -11 2 595652
-13 -11 2 595652
-12 -11 2 595652
-11 -11 2 595652
-10 -11 2 595652
-9 -11 2 595652
-8 -11 2 595652
-7 -11 2 595652
-6 -11 2 595652
-5 -11 2 595652
-4 -11 2 595652
-3 -11 2 595652
-2 -11 2 595652
-1 -11 2 595652
-16 -10 2 595652
-15 -10 2 595652
-14 -10 2 595652
-13 -10 2 595652
-12 -10 2 595652
-11 -10 2 595652
-10 -10 2 595652
-9 -10 2 595652
-8 -10 2 595652
-7 -10 2 595652
-6 -10 2 595652
-5 -10 2 595652
-4 -10 2 595652
-3 -10 2 595652
-2 -10 2 595652
-1 -10 2 595652
-16 -9 2 595652
-15 -9 2 595652
-14 -9 2 595652
-13 -9 2 595652
-12 -9 2 595652
-11 -9 2 595652
-10 -9 2 595652
-9 -9 2 595652
-8 -9 2 595652
-7 -9 2 595652
-6 -9 2 595652
-5 -9 2 595652
-4 -9 2 595652
-3 -9 2 595652
-2 -9 2 595652
-1 -9 2 595652
-16 -8 2 595652
-15 -8 2 595652
-14 -8 2 595652
-13 -8 2 595652
-12 -8 2 595652
-11 -8 2 595652
-10 -8 2 595652
-9 -8 2 595652
-8 -8 2 595652
-7 -8 2 595652
-6 -8 2 595652
-5 -8 2 595652
-4 -8 2 595652
-3 -8 2 595652
-2 -8 2 595652
-1 -8 2 595652
-16 -7 2 595652
-15 -7 2 595652
-14 -7 2 595652
-13 -7 2 595652
-12 -7 2 595652
-11 -7 2 595652
-10 -7 2 595652
-9 -7 2 595652
-8 -7 2 595652
-7 -7 2 595652
-6 -7 2 595652
-5 -7 2 595652
-4 -7 2 595652
-3 -7 2 595652
-2 -7 2 595652
-1 -7 2 595652
-16 -6 2 595652
-15 -6 2 595652
-14 -6 2 595652
-13 -6 2 595652
-12 -6 2 595652
-11 -6 2 595652
-10 -6 2 595652
-9 -6 2 595652
-8 -6 2 595652
-7 -6 2 595652
-6 -6 2 595652
-5 -6 2 595652
-4 -6 2 595652
-3 -6 2 595652
-2 -6 2 595652
-1 -6 2 595652
-16 -5 2 595652
-15 -5 2 595652
-14 -5 2 595652
-13 -5 2 595652
-12 -5 2 595652
-11 -5 2 595652
-10 -5 2 595652
-9 -5 2 595652
-8 -5 2 595652
-7 -5 2 595652
-6 -5 2 595652
-5 -5 2 595652
-4 -5 2 595652
-3 -5 2 595652
-2 -5 2 595652
-1 -5 2 595652
-16 -4 2 595652
-15 -4 2 595652
-14 -4 2 595652
-13 -4 2 595652
-12 -4 2 595652
-11 -4 2 595652
-10 -4 2 595652
-9 -4 2 595652
-8 -4 2 595652
-7 -4 2 595652
-6 -4 2 595652
-5 -4 2 595652
-4 -4 2 595652
-3 -4 2 595652
-2 -4 2 595652
-1 -4 2 595652
-16 -3 2 595652
-15 -3 2 595652
-14 -3 2 595652
-13 -3 2 595652
-12 -3 2 595652
-11 -3 2 595652
-10 -3 2 595652
-9 -3 2 595652
-8 -3 2 595652
-7 -3 2 595652
-6 -3 2 595652
-5 -3 2 595652
-4 -3 2 595652
-3 -3 2 595652
-2 -3 2 595652
-1 -3 2 595652
-16 -2 2 595652
-15 -2 2 595652
-14 -2 2 595652
-13 -2 2 595652
-12 -2 2 595652
-11 -2 2 595652
-10 -2 2 595652
-9 -2 2 595652
-8 -2 2 595652
-7 -2 2 595652
-6 -2 2 595652
-5 -2 2 595652
-4 -2 2 595652
-3 -2 2 595652
-2 -2 2 595652
-1 -2 2 595652
-16 -1 2 595652
-15 -1 2 595652
-14 -1 2 595652
-13 -1 2 595652
-12 -1 2 595652
-11 -1 2 595652
-10 -1 2 595652
-9 -1 2 595652
-8 -1 2 595652
-7 -1 2 595652
-6 -1 2 595652
-5 -1 2 595652
-4 -1 2 595652
-3 -1 2 595652
-2 -1 2 595652
-1 -1 2 595652
-16 -16 3 595652
-15 -16 3 595652
-14 -16 3 595652
-13 -16 3 595652
-12 -16 3 595652
-11 -16 3 595652
-10 -16 3 595652
-9 -16 3 595652
-8 -16 3 595652
-7 -16 3 595652
-6 -16 3 595652
-5 -16 3 595652
-4 -16 3 595652
-3 -16 3 595652
-2 -16 3 595652
-1 -16 3 595652
-16 -15 3 595652
-15 -15 3 595652
-14 -15 3 595652
-13 -15 3 595652
-12 -15 3 595652
-11 -15 3 595652
-10 -15 3 595652
-9 -15 3 595652
-8 -15 3 595652
-7 -15 3 595652
-6 -15 3 595652
-5 -15 3 595652
-4 -15 3 595652
-3 -15 3 595652
-2 -15 3 595652
-1 -15 3 595652
-16 -14 3 595652
-15 -14 3 595652
-14 -14 3 595652
-13 -14 3 595652
-12 -14 3 595652
-11 -14 3 595652
-10 -14 3 595652
-9 -14 3 595652
-8 -14 3 595652
-7 -14 3 595652
-6 -14 3 595652
-5 -14 3 595652
-4 -14 3 595652
-3 -14 3 595652
-2 -14 3 595652
-1 -14 3 595652
-16 -13 3 595652
-15 -13 3 595652
-14 -13 3 595652
-13 -13 3 595652
-12 -13 3 595652
-11 -13 3 595652
-10 -13 3 595652
-9 -13 3 595652
-8 -13 3 595652
-7 -13 3 595652
-6 -13 3 595652
-5 -13 3 595652
-4 -13 3 595652
-3 -13 3 595652
-2 -13 3 595652
-1 -13 3 595652
-16 -12 3 595652
-15 -12 3 595652
-14 -12 3 595652
-13 -12 3 595652
-12 -12 3 595652
-11 -12 3 595652
-10 -12 3 595652
-9 -12 3 595652
-8 -12 3 595652
-7 -12 3 595652
-6 -12 3 595652
-5 -12 3 595652
-4 -12 3 595652
-3 -12 3 595652
-2 -12 3 595652
-1 -12 3 595652
-16 -11 3 595652
-15 -11 3 595652
-14 -11 3 595652
-13 -11 3 595652
-12 -11 3 595652
-11 -11 3 595652
-10 -11 3 595652
-9 -11 3 595652
-8 -11 3 595652
-7 -11 3 595652
-6 -11 3 595652
-5 -11 3 595652
-4 -11 3 595652
-3 -11 3 595652
-2 -11 3 595652
-1 -11 3 595652
-16 -10 3 595652
-15 -10 3 595652
-14 -10 3 595652
-13 -10 3 595652
-12 -10 3 595652
-11 -10 3 595652
-10 -10 3 595652
-9 -10 3 595652
-8 -10 3 595652
-7 -10 3 595652
-6 -10 3 595652
-5 -10 3 595652
-4 -10 3 595652
-3 -10 3 595652
-2 -10 3 595652
-1 -10 3 595652
-16 -9 3 595652
-15 -9 3 595652
-14 -9 3 595652
-13 -9 3 595652
-12 -9 3 595652
-11 -9 3 595652
-10 -9 3 595652
-9 -9 3 595652
-8 -9 3 595652
-7 -9 3 595652
-6 -9 3 595652
-5 -9 3 595652
-4 -9 3 595652
-3 -9 3 595652
-2 -9 3 595652
-1 -9 3 595652
-16 -8 3 595652
-15 -8 3 595652
-14 -8 3 595652
-13 -8 3 595652
-12 -8 3 595652
-11 -8 3 595652
-10 -8 3 595652
-9 -8 3 595652
-8 -8 3 595652
-7 -8 3 595652
-6 -8 3 595652
-5 -8 3 595652
-4 -8 3 595652
-3 -8 3 595652
-2 -8 3 595652
-1 -8 3 595652
-16 -7 3 595652
-15 -7 3 595652
-14 -7 3 595652
-13 -7 3 595652
-12 -7 3 595652
-11 -7 3 595652
-10 -7 3 595652
-9 -7 3 595652
-8 -7 3 595652
-7 -7 3 595652
-6 -7 3 595652
-5 -7 3 595652
-4 -7 3 595652
-3 -7 3 595652
-2 -7 3 595652
-1 -7 3 595652
-16 -6 3 595652
-15 -6 3 595652
-14 -6 3 595652
-13 -6 3 595652
-12 -6 3 595652
-11 -6 3 595652
-10 -6 3 595652
-9 -6 3 595652
-8 -6 3 595652
-7 -6 3 595652
-6 -6 3 595652
-5 -6 3 595652
-4 -6 3 595652
-3 -6 3 595652
-2 -6 3 595652
-1 -6 3 595652
-16 -5 3 595652
-15 -5 3 595652
-14 -5 3 595652
-13 -5 3 595652
-12 -5 3 595652
-11 -5 3 595652
-10 -5 3 595652
-9 -5 3 595652
-8 -5 3 595652
-7 -5 3 595652
-6 -5 3 595652
-5 -5 3 595652
-4 -5 3 595652
-3 -5 3 595652
-2 -5 3 595652
-1 -5 3 595652
-16 -4 3 595652
-15 -4 3 595652
-14 -4 3 595652
-13 -4 3 595652
-12 -4 3 595652
-11 -4 3 595652
-10 -4 3 595652
-9 -4 3 595652
-8 -4 3 595652
-7 -4 3 595652
-6 -4 3 595652
-5 -4 3 595652
-4 -4 3 595652
-3 -4 3 595652
-2 -4 3 595652
-1 -4 3 595652
-16 -3 3 595652
-15 -3 3 595652
-14 -3 3 595652
-13 -3 3 595652
-12 -3 3 595652
-11 -3 3 595652
-10 -3 3 595652
-9 -3 3 595652
-8 -3 3 595652
-7 -3 3 595652
-6 -3 3 595652
-5 -3 3 595652
-4 -3 3 595652
-3 -3 3 595652
-2 -3 3 595652
-1 -3 3 595652
-16 -2 3 595652
-15 -2 3 595652
-14 -2 3 595652
-13 -2 3 595652
-12 -2 3 595652
-11 -2 3 595652
-10 -2 3 595652
-9 -2 3 595652
-8 -2 3 595652
-7 -2 3 595652
-6 -2 3 595652
-5 -2 3 595652
-4 -2 3 595652
-3 -2 3 595652
-2 -2 3 595652
-1 -2 3 595652
-16 -1 3 595652
-15 -1 3 595652
-14 -1 3 595652
-13 -1 3 595652
-12 -1 3 595652
-11 -1 3 595652
-10 -1 3 595652
-9 -1 3 595652
-8 -1 3 595652
-7 -1 3 595652
-6 -1 3 595652
-5 -1 3 595652
-4 -1 3 595652
-3 -1 3 595652
-2 -1 3 595652
-1 -1 3 595652
-16 -16 4 595652
-15 -16 4 595652
-14 -16 4 595652
-13 -16 4 595652
-12 -16 4 595652
-11 -16 4 595652
-10 -16 4 595652
-9 -16 4 595652
-8 -16 4 595652
-7 -16 4 595652
-6 -16 4 595652
-5 -16 4 595652
-4 -16 4 595652
-3 -16 4 595652
-2 -16 4 595652
-1 -16 4 595652
-16 -15 4 595652
-15 -15 4 595652
-14 -15 4 595652
-13 -15 4 595652
-12 -15 4 595652
-11 -15 4 595652
-10 -15 4 595652
-9 -15 4 595652
-8 -15 4 595652
-7 -15 4 595652
-6 -15 4 595652
-5 -15 4 595652
-4 -15 4 595652
-3 -15 4 595652
-2 -15 4 595652
-1 -15 4 595652
-16 -14 4 595652
-15 -14 4 595652
-14 -14 4 595652
-13 -14 4 595652
-12 -14 4 595652
-11 -14 4 595652
-10 -14 4 595652
-9 -14 4 595652
-8 -14 4 595652
-7 -14 4 595652
-6 -14 4 595652
-5 -14 4 595652
-4 -14 4 595652
-3 -14 4 595652
-2 -14 4 595652
-1 -14 4 595652
-16 -13 4 595652
-15 -13 4 595652
-14 -13 4 595652
-13 -13 4 595652
-12 -13 4 595652
-11 -13 4 595652
-10 -13 4 595652
-9 -13 4 595652
-8 -13 4 595652
-7 -13 4 595652
-6 -13 4 595652
-5 -13 4 595652
-4 -13 4 595652
-3 -13 4 595652
-2 -13 4 595652
-1 -13 4 595652
-16 -12 4 595652
-15 -12 4 595652
-14 -12 4 595652
-13 -12 4 595652
-12 -12 4 595652
-11 -12 4 595652
-10 -12 4 595652
-9 -12 4 595652
-8 -12 4 595652
-7 -12 4 595652
-6 -12 4 595652
-5 -12 4 595652
-4 -12 4 595652
-3 -12 4 595652
-2 -12 4 595652
-1 -12 4 595652
-16 -11 4 595652
-15 -11 4 595652
-14 -11 4 595652
-13 -11 4 595652
-12 -11 4 595652
-11 -11 4 595652
-10 -11 4 595652
-9 -11 4 595652
-8 -11 4 595652
-7 -11 4 595652
-6 -11 4 595652
-5 -11 4 595652
-4 -11 4 595652
-3 -11 4 595652
-2 -11 4 595652
-1 -11 4 595652
-16 -10 4 595652
-15 -10 4 595652
-14 -10 4 595652
-13 -10 4 595652
-12 -10 4 595652
-11 -10 4 595652
-10 -10 4 595652
-9 -10 4 595652
-8 -10 4 595652
-7 -10 4 595652
-6 -10 4 595652
-5 -10 4 595652
-4 -10 4 595652
-3 -10 4 595652
-2 -10 4 595652
-1 -10 4 595652
-16 -9 4 595652
-15 -9 4 595652
-14 -9 4 595652
-13 -9 4 595652
-12 -9 4 595652
-11 -9 4 595652
-10 -9 4 595652
-9 -9 4 595652
-8 -9 4 595652
-7 -9 4 595652
-6 -9 4 595652
-5 -9 4 595652
-4 -9 4 595652
-3 -9 4 595652
-2 -9 4 595652
-1 -9 4 595652
-16 -8 4 595652
-15 -8 4 595652
-14 -8 4 595652
-13 -8 4 595652
-12 -8 4 595652
-11 -8 4 595652
-10 -8 4 595652
-9 -8 4 595652
-8 -8 4 595652
-7 -8 4 595652
-6 -8 4 595652
-5 -8 4 595652
-4 -8 4 595652
-3 -8 4 595652
-2 -8 4 595652
-1 -8 4 595652
-16 -7 4 595652
-15 -7 4 595652
-14 -7 4 595652
-13 -7 4 595652
-12 -7 4 595652
-11 -7 4 595652
-10 -7 4 595652
-9 -7 4 595652
-8 -7 4 595652
-7 -7 4 595652
-6 -7 4 595652
-5 -7 4 595652
-4 -7 4 595652
-3 -7 4 595652
-2 -7 4 595652
-1 -7 4 595652
-16 -6 4 595652
-15 -6 4 595652
-14 -6 4 595652
-13 -6 4 595652
-12 -6 4 595652
-11 -6 4 595652
-10 -6 4 595652
-9 -6 4 595652
-8 -6 4 595652
-7 -6 4 595652
-6 -6 4 595652
-5 -6 4 595652
-4 -6 4 595652
-3 -6 4 595652
-2 -6 4 595652
-1 -6 4 595652
-16 -5 4 595652
-15 -5 4 595652
-14 -5 4 595652
-13 -5 4 595652
-12 -5 4 595652
-11 -5 4 595652
-10 -5 4 595652
-9 -5 4 595652
-8 -5 4 595652
-7 -5 4 595652
-6 -5 4 595652
-5 -5 4 595652
-4 -5 4 595652
-3 -5 4 595652
-2 -5 4 595652
-1 -5 4 595652
-16 -4 4 595652
-15 -4 4 595652
-14 -4 4 595652
-13 -4 4 595652
-12 -4 4 595652
-11 -4 4 595652
-10 -4 4 595652
-9 -4 4 595652
-8 -4 4 595652
-7 -4 4 595652
-6 -4 4 595652
-5 -4 4 595652
-4 -4 4 595652
-3 -4 4 595652
-2 -4 4 595652
-1 -4 4 595652
-16 -3 4 595652
-15 -3 4 595652
-14 -3 4 595652
-13 -3 4 595652
-12 -3 4 595652
-11 -3 4 595652
-10 -3 4 595652
-9 -3 4 595652
-8 -3 4 595652
-7 -3 4 595652
-6 -3 4 595652
-5 -3 4 595652
-4 -3 4 595652
-3 -3 4 595652
-2 -3 4 595652
-1 -3 4 595652
-16 -2 4 595652
-15 -2 4 595652
-14 -2 4 595652
-13 -2 4 595652
-12 -2 4 595652
-11 -2 4 595652
-10 -2 4 595652
-9 -2 4 595652
-8 -2 4 595652
-7 -2 4 595652
-6 -2 4 595652
-5 -2 4 595652
-4 -2 4 595652
-3 -2 4 595652
-2 -2 4 595652
-1 -2 4 595652
-16 -1 4 595652
-15 -1 4 595652
