# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-14 -6 1 595652
-13 -6 1 595652
-12 -6 1 595652
-11 -6 1 595652
-10 -6 1 595652
-9 -6 1 595652
-8 -6 1 595652
-7 -6 1 595652
-6 -6 1 595652
-5 -6 1 595652
-4 -6 1 595652
-3 -6 1 595652
-2 -6 1 595652
-1 -6 1 595652
-16 -5 1 595652
-15 -5 1 595652
-14 -5 1 595652
-13 -5 1 595652
-12 -5 1 595652
-11 -5 1 595652
-10 -5 1 595652
-9 -5 1 595652
-8 -5 1 595652
-7 -5 1 595652
-6 -5 1 595652
-5 -5 1 595652
-4 -5 1 595652
-3 -5 1 595652
-2 -5 1 595652
-1 -5 1 595652
-16 -4 1 595652
-15 -4 1 595652
-14 -4 1 595652
-13 -4 1 595652
-12 -4 1 595652
-11 -4 1 595652
-10 -4 1 595652
-9 -4 1 595652
-8 -4 1 595652
-7 -4 1 595652
-6 -4 1 595652
-5 -4 1 595652
-4 -4 1 595652
-3 -4 1 595652
-2 -4 1 595652
-1 -4 1 595652
-16 -3 1 595652
-15 -3 1 595652
-14 -3 1 595652
-13 -3 1 595652
-12 -3 1 595652
-11 -3 1 595652
-10 -3 1 595652
-9 -3 1 595652
-8 -3 1 595652
-7 -3 1 595652
-6 -3 1 595652
-5 -3 1 595652
-4 -3 1 595652
-3 -3 1 595652
-2 -3 1 595652
-1 -3 1 595652
-16 -2 1 595652
-15 -2 1 595652
-14 -2 1 595652
-13 -2 1 595652
-12 -2 1 595652
-11 -2 1 595652
-10 -2 1 595652
-9 -2 1 595652
-8 -2 1 595652
-7 -2 1 595652
-6 -2 1 595652
-5 -2 1 595652
-4 -2 1 595652
-3 -2 1 595652
-2 -2 1 595652
-1 -2 1 595652
-16 -1 1 595652
-15 -1 1 595652
-14 -1 1 595652
-13 -1 1 595652
-12 -1 1 595652
-11 -1 1 595652
-10 -1 1 595652
-9 -1 1 595652
-8 -1 1 595652
-7 -1 1 595652
-6 -1 1 595652
-5 -1 1 595652
-4 -1 1 595652
-3 -1 1 595652
-2 -1 1 595652
-1 -1 1 595652
0 -12 0 595652
1 -12 0 595652
2 -12 0 595652
3 -12 0 595652
4 -12 0 595652
5 -12 0 595652
6 -12 0 595652
7 -12 0 595652
8 -12 0 595652
9 -12 0 595652
10 -12 0 595652
11 -12 0 595652
12 -12 0 595652
13 -12 0 595652
14 -12 0 595652
15 -12 0 595652
0 -11 0 595652
1 -11 0 595652
2 -11 0 595652
3 -11 0 595652
4 -11 0 595652
5 -11 0 595652
6 -11 0 595652
7 -11 0 595652
8 -11 0 595652
9 -11 0 595652
10 -11 0 595652
11 -11 0 595652
12 -11 0 595652
13 -11 0 595652
14 -11 0 595652
15 -11 0 595652
0 -10 0 595652
1 -10 0 595652
2 -10 0 595652
3 -10 0 595652
4 -10 0 595652
5 -10 0 595652
6 -10 0 595652
7 -10 0 595652
8 -10 0 595652
9 -10 0 595652
10 -10 0 595652
11 -10 0 595652
12 -10 0 595652
13 -10 0 595652
14 -10 0 595652
15 -10 0 595652
0 -9 0 595652
1 -9 0 595652
2 -9 0 595652
3 -9 0 595652
4 -9 0 595652
5 -9 0 595652
6 -9 0 595652
7 -9 0 595652
8 -9 0 595652
9 -9 0 595652
10 -9 0 595652
11 -9 0 595652
12 -9 0 595652
13 -9 0 595652
14 -9 0 595652
15 -9 0 595652
0 -8 0 595652
1 -8 0 595652
2 -8 0 595652
3 -8 0 595652
4 -8 0 595652
5 -8 0 595652
6 -8 0 595652
7 -8 0 595652
8 -8 0 595652
9 -8 0 595652
10 -8 0 595652
11 -8 0 595652
12 -8 0 595652
13 -8 0 595652
14 -8 0 595652
15 -8 0 595652
0 -7 0 595652
1 -7 0 595652
2 -7 0 595652
3 -7 0 595652
4 -7 0 595652
5 -7 0 595652
6 -7 0 595652
7 -7 0 595652
8 -7 0 595652
9 -7 0 595652
10 -7 0 595652
11 -7 0 595652
12 -7 0 595652
13 -7 0 595652
14 -7 0 595652
15 -7 0 595652
0 -6 0 595652
1 -6 0 595652
2 -6 0 595652
3 -6 0 595652
4 -6 0 595652
5 -6 0 595652
6 -6 0 595652
7 -6 0 595652
8 -6 0 595652
9 -6 0 595652
10 -6 0 595652
11 -6 0 595652
12 -6 0 595652
13 -6 0 595652
14 -6 0 595652
15 -6 0 595652
0 -5 0 595652
1 -5 0 595652
2 -5 0 595652
3 -5 0 595652
4 -5 0 595652
5 -5 0 595652
6 -5 0 595652
7 -5 0 595652
8 -5 0 595652
9 -5 0 595652
10 -5 0 595652
11 -5 0 595652
12 -5 0 595652
13 -5 0 595652
14 -5 0 595652
15 -5 0 595652
0 -4 0 595652
1 -4 0 595652
2 -4 0 595652
3 -4 0 595652
4 -4 0 595652
5 -4 0 595652
6 -4 0 595652
7 -4 0 595652
8 -4 0 595652
9 -4 0 595652
10 -4 0 595652
11 -4 0 595652
12 -4 0 595652
13 -4 0 595652
14 -4 0 595652
15 -4 0 595652
0 -3 0 595652
1 -3 0 595652
2 -3 0 595652
3 -3 0 595652
4 -3 0 595652
5 -3 0 595652
6 -3 0 595652
7 -3 0 595652
8 -3 0 595652
9 -3 0 595652
10 -3 0 595652
11 -3 0 595652
12 -3 0 595652
13 -3 0 595652
14 -3 0 595652
15 -3 0 595652
0 -2 0 595652
1 -2 0 595652
2 -2 0 595652
3 -2 0 595652
4 -2 0 595652
5 -2 0 595652
6 -2 0 595652
7 -2 0 595652
8 -2 0 595652
9 -2 0 595652
10 -2 0 595652
11 -2 0 595652
12 -2 0 595652
13 -2 0 595652
14 -2 0 595652
15 -2 0 595652
0 -1 0 595652
1 -1 0 595652
2 -1 0 595652
3 -1 0 595652
4 -1 0 595652
5 -1 0 595652
6 -1 0 595652
7 -1 0 595652
8 -1 0 595652
9 -1 0 595652
10 -1 0 595652
11 -1 0 595652
12 -1 0 595652
13 -1 0 595652
14 -1 0 595652
15 -1 0 595652
0 -7 1 595652
1 -7 1 595652
2 -7 1 595652
3 -7 1 595652
4 -7 1 595652
5 -7 1 595652
6 -7 1 595652
7 -7 1 595652
8 -7 1 595652
9 -7 1 595652
10 -7 1 595652
11 -7 1 595652
12 -7 1 595652
13 -7 1 595652
14 -7 1 595652
15 -7 1 595652
0 -6 1 595652
1 -6 1 595652
2 -6 1 595652
3 -6 1 595652
4 -6 1 595652
5 -6 1 595652
6 -6 1 595652
7 -6 1 595652
8 -6 1 595652
9 -6 1 595652
10 -6 1 595652
11 -6 1 595652
12 -6 1 595652
13 -6 1 595652
14 -6 1 595652
15 -6 1 595652
0 -5 1 595652
1 -5 1 595652
2 -5 1 595652
3 -5 1 595652
4 -5 1 595652
5 -5 1 595652
6 -5 1 595652
7 -5 1 595652
8 -5 1 595652
9 -5 1 595652
10 -5 1 595652
11 -5 1 595652
12 -5 1 595652
13 -5 1 595652
14 -5 1 595652
15 -5 1 595652
0 -4 1 595652
1 -4 1 595652
2 -4 1 595652
3 -4 1 595652
4 -4 1 595652
5 -4 1 595652
6 -4 1 595652
7 -4 1 595652
8 -4 1 595652
9 -4 1 595652
10 -4 1 595652
11 -4 1 595652
12 -4 1 595652
13 -4 1 595652
14 -4 1 595652
15 -4 1 595652
0 -3 1 595652
1 -3 1 595652
2 -3 1 595652
3 -3 1 595652
4 -3 1 595652
5 -3 1 595652
6 -3 1 595652
7 -3 1 595652
8 -3 1 595652
9 -3 1 595652
10 -3 1 595652
11 -3 1 595652
12 -3 1 595652
13 -3 1 595652
14 -3 1 595652
15 -3 1 595652
0 -2 1 595652
1 -2 1 595652
2 -2 1 595652
3 -2 1 595652
4 -2 1 595652
5 -2 1 595652
6 -2 1 595652
7 -2 1 595652
8 -2 1 595652
9 -2 1 595652
10 -2 1 595652
11 -2 1 595652
12 -2 1 595652
13 -2 1 595652
14 -2 1 595652
15 -2 1 595652
0 -1 1 595652
1 -1 1 595652
2 -1 1 595652
3 -1 1 595652
4 -1 1 595652
5 -1 1 595652
6 -1 1 595652
7 -1 1 595652
8 -1 1 595652
9 -1 1 595652
10 -1 1 595652
11 -1 1 595652
12 -1 1 595652
13 -1 1 595652
14 -1 1 595652
15 -1 1 595652
-16 0 0 595652
-15 0 0 595652
-14 0 0 595652
-13 0 0 595652
-12 0 0 595652
-11 0 0 595652
-10 0 0 595652
-9 0 0 595652
-8 0 0 595652
-7 0 0 595652
-6 0 0 595652
-5 0 0 595652
-4 0 0 595652
-3 0 0 595652
-2 0 0 595652
-1 0 0 595652
-16 1 0 595652
-15 1 0 595652
-14 1 0 595652
-13 1 0 595652
-12 1 0 595652
-11 1 0 595652
-10 1 0 595652
-9 1 0 595652
-8 1 0 595652
-7 1 0 595652
-6 1 0 595652
-5 1 0 595652
-4 1 0 595652
-3 1 0 595652
-2 1 0 595652
-1 1 0 595652
-16 2 0 595652
-15 2 0 595652
-14 2 0 595652
-13 2 0 595652
-12 2 0 595652
-11 2 0 595652
-10 2 0 595652
-9 2 0 595652
-8 2 0 595652
-7 2 0 595652
-6 2 0 595652
-5 2 0 595652
-4 2 0 595652
-3 2 0 595652
-2 2 0 595652
-1 2 0 595652
-16 3 0 595652
-15 3 0 595652
-14 3 0 595652
-13 3 0 595652
-12 3 0 595652
-11 3 0 595652
-10 3 0 595652
-9 3 0 595652
-8 3 0 595652
-7 3 0 595652
-6 3 0 595652
-5 3 0 595652
-4 3 0 595652
-3 3 0 595652
-2 3 0 595652
-1 3 0 595652
-16 4 0 595652
-15 4 0 595652
-14 4 0 595652
-13 4 0 595652
-12 4 0 595652
-11 4 0 595652
-10 4 0 595652
-9 4 0 595652
-8 4 0 595652
-7 4 0 595652
-6 4 0 595652
-5 4 0 595652
-4 4 0 595652
-3 4 0 595652
-2 4 0 595652
-1 4 0 595652
-16 5 0 595652
-15 5 0 595652
-14 5 0 595652
-13 5 0 595652
-12 5 0 595652
-11 5 0 595652
-10 5 0 595652
-9 5 0 595652
-8 5 0 595652
-7 5 0 595652
-6 5 0 595652
-5 5 0 595652
-4 5 0 595652
-3 5 0 595652
-2 5 0 595652
-1 5 0 595652
-16 6 0 595652
-15 6 0 595652
-14 6 0 595652
-13 6 0 595652
-12 6 0 595652
-11 6 0 595652
-10 6 0 595652
-9 6 0 595652
-8 6 0 595652
-7 6 0 595652
-6 6 0 595652
-5 6 0 595652
-4 6 0 595652
-3 6 0 595652
-2 6 0 595652
-1 6 0 595652
-16 7 0 595652
-15 7 0 595652
-14 7 0 595652
-13 7 0 595652
-12 7 0 595652
-11 7 0 595652
-10 7 0 595652
-9 7 0 595652
-8 7 0 595652
-7 7 0 595652
-6 7 0 595652
-5 7 0 595652
-4 7 0 595652
-3 7 0 595652
-2 7 0 595652
-1 7 0 595652
-16 8 0 595652
-15 8 0 595652
-14 8 0 595652
-13 8 0 595652
-12 8 0 595652
-11 8 0 595652
-10 8 0 595652
-9 8 0 595652
-8 8 0 595652
-7 8 0 595652
-6 8 0 595652
-5 8 0 595652
-4 8 0 595652
-3 8 0 595652
-2 8 0 595652
-1 8 0 595652
-16 9 0 595652
-15 9 0 595652
-14 9 0 595652
-13 9 0 595652
-12 9 0 595652
-11 9 0 595652
-10 9 0 595652
-9 9 0 595652
-8 9 0 595652
-7 9 0 595652
-6 9 0 595652
-5 9 0 595652
-4 9 0 595652
-3 9 0 595652
-2 9 0 595652
-1 9 0 595652
-16 10 0 595652
-15 10 0 595652
-14 10 0 595652
-13 10 0 595652
-12 10 0 595652
-11 10 0 595652
-10 10 0 595652
-9 10 0 595652
-8 10 0 595652
-7 10 0 595652
-6 10 0 595652
-5 10 0 595652
-4 10 0 595652
-3 10 0 595652
-2 10 0 595652
-1 10 0 595652
-16 11 0 595652
-15 11 0 595652
-14 11 0 595652
-13 11 0 595652
-12 11 0 595652
-11 11 0 595652
-10 11 0 595652
-9 11 0 595652
-8 11 0 595652
-7 11 0 595652
-6 11 0 595652
-5 11 0 595652
-4 11 0 595652
-3 11 0 595652
-2 11 0 595652
-1 11 0 595652
-16 12 0 595652
-15 12 0 595652
-14 12 0 595652
-13 12 0 595652
-12 12 0 595652
-11 12 0 595652
-10 12 0 595652
-9 12 0 595652
-8 12 0 595652
-7 12 0 595652
-6 12 0 595652
-5 12 0 595652
-4 12 0 595652
-3 12 0 595652
-2 12 0 595652
-1 12 0 595652
-16 13 0 595652
-15 13 0 595652
-14 13 0 595652
-13 13 0 595652
-12 13 0 595652
-11 13 0 595652
-10 13 0 595652
-9 13 0 595652
-8 13 0 595652
-7 13 0 595652
-6 13 0 595652
-5 13 0 595652
-4 13 0 595652
-3 13 0 595652
-2 13 0 595652
-1 13 0 595652
-16 14 0 595652
-15 14 0 595652
-14 14 0 595652
-13 14 0 595652
-12 14 0 595652
-11 14 0 595652
-10 14 0 595652
-9 14 0 595652
-8 14 0 595652
-7 14 0 595652
-6 14 0 595652
-5 14 0 595652
-4 14 0 595652
-3 14 0 595652
-2 14 0 595652
-1 14 0 595652
-16 15 0 595652
-15 15 0 595652
-14 15 0 595652
-13 15 0 595652
-12 15 0 595652
-11 15 0 595652
-10 15 0 595652
-9 15 0 595652
-8 15 0 595652
-7 15 0 595652
-6 15 0 595652
-5 15 0 595652
-4 15 0 595652
-3 15 0 595652
-2 15 0 595652
-1 15 0 595652
-16 0 1 595652
-15 0 1 595652
-14 0 1 595652
-13 0 1 595652
-12 0 1 595652
-11 0 1 595652
-10 0 1 595652
-9 0 1 595652
-8 0 1 595652
-7 0 1 595652
-6 0 1 595652
-5 0 1 595652
-4 0 1 595652
-3 0 1 595652
-2 0 1 595652
-1 0 1 595652
-16 1 1 595652
-15 1 1 595652
-14 1 1 595652
-13 1 1 595652
-12 1 1 595652
-11 1 1 595652
-10 1 1 595652
-9 1 1 595652
-8 1 1 595652
-7 1 1 595652
-6 1 1 595652
-5 1 1 595652
-4 1 1 595652
-3 1 1 595652
-2 1 1 595652
-1 1 1 595652
-16 2 1 595652
-15 2 1 595652
-14 2 1 595652
-13 2 1 595652
-12 2 1 595652
-11 2 1 595652
-10 2 1 595652
-9 2 1 595652
-8 2 1 595652
-7 2 1 595652
-6 2 1 595652
-5 2 1 595652
-4 2 1 595652
-3 2 1 595652
-2 2 1 595652
-1 2 1 595652
-16 3 1 595652
-15 3 1 595652
-14 3 1 595652
-13 3 1 595652
-12 3 1 595652
-11 3 1 595652
-10 3 1 595652
-9 3 1 595652
-8 3 1 595652
-7 3 1 595652
-6 3 1 595652
-5 3 1 595652
-4 3 1 595652
-3 3 1 595652
-2 3 1 595652
-1 3 1 595652
-16 4 1 595652
-15 4 1 595652
-14 4 1 595652
-13 4 1 595652
-12 4 1 595652
-11 4 1 595652
-10 4 1 595652
-9 4 1 595652
-8 4 1 595652
-7 4 1 595652
-6 4 1 595652
-5 4 1 595652
-4 4 1 595652
-3 4 1 595652
-2 4 1 595652
-1 4 1 595652
-16 5 1 595652
-15 5 1 595652
-14 5 1 595652
-13 5 1 595652
-12 5 1 595652
-11 5 1 595652
-10 5 1 595652
-9 5 1 595652
-8 5 1 595652
-7 5 1 595652
-6 5 1 595652
-5 5 1 595652
-4 5 1 595652
-3 5 1 595652
-2 5 1 595652
-1 5 1 595652
-16 6 1 595652
-15 6 1 595652
-14 6 1 595652
-13 6 1 595652
-12 6 1 595652
-11 6 1 595652
-10 6 1 595652
-9 6 1 595652
-8 6 1 595652
-7 6 1 595652
-6 6 1 595652
-5 6 1 595652
-4 6 1 595652
-3 6 1 595652
-2 6 1 595652
-1 6 1 595652
-16 7 1 595652
-15 7 1 595652
-14 7 1 595652
-13 7 1 595652
-12 7 1 595652
-11 7 1 595652
-10 7 1 595652
-9 7 1 595652
-8 7 1 595652
-7 7 1 595652
-6 7 1 595652
-5 7 1 595652
-4 7 1 595652
-3 7 1 595652
-2 7 1 595652
-1 7 1 595652
-16 8 1 595652
-15 8 1 595652
-14 8 1 595652
-13 8 1 595652
-12 8 1 595652
-11 8 1 595652
-10 8 1 595652
-9 8 1 595652
-8 8 1 595652
-7 8 1 595652
-6 8 1 595652
-5 8 1 595652
-4 8 1 595652
-3 8 1 595652
-2 8 1 595652
-1 8 1 595652
-16 9 1 595652
-15 9 1 595652
-14 9 1 595652
-13 9 1 595652
-12 9 1 595652
-11 9 1 595652
-10 9 1 595652
-9 9 1 595652
-8 9 1 595652
-7 9 1 595652
-6 9 1 595652
-5 9 1 595652
-4 9 1 595652
-3 9 1 595652
-2 9 1 595652
-1 9 1 595652
-16 10 1 595652
-15 10 1 595652
-14 10 1 595652
-13 10 1 595652
-12 10 1 595652
-11 10 1 595652
-10 10 1 595652
-9 10 1 595652
-8 10 1 595652
-7 10 1 595652
-6 10 1 595652
-5 10 1 595652
-4 10 1 595652
-3 10 1 595652
-2 10 1 595652
-1 10 1 595652
-16 11 1 595652
-15 11 1 595652
-14 11 1 595652
-13 11 1 595652
-12 11 1 595652
-11 11 1 595652
-10 11 1 595652
-9 11 1 595652
-8 11 1 595652
-7 11 1 595652
-6 11 1 595652
-5 11 1 595652
-4 11 1 595652
-3 11 1 595652
-2 11 1 595652
-1 11 1 595652
-16 12 1 595652
-15 12 1 595652
-14 12 1 595652
-13 12 1 595652
-12 12 1 595652
-11 12 1 595652
-10 12 1 595652
-9 12 1 595652
-8 12 1 595652
-7 12 1 595652
-6 12 1 595652
-5 12 1 595652
-4 12 1 595652
-3 12 1 595652
-2 12 1 595652
-1 12 1 595652
-16 13 1 595652
-15 13 1 595652
-14 13 1 595652
-13 13 1 595652
-12 13 1 595652
-11 13 1 595652
-10 13 1 595652
-9 13 1 595652
-8 13 1 595652
-7 13 1 595652
-6 13 1 595652
-5 13 1 595652
-4 13 1 595652
-3 13 1 595652
-2 13 1 595652
-1 13 1 595652
-16 14 1 595652
-15 14 1 595652
-14 14 1 595652
-13 14 1 595652
-12 14 1 595652
-11 14 1 595652
-10 14 1 595652
-9 14 1 595652
-8 14 1 595652
-7 14 1 595652
-6 14 1 595652
-5 14 1 595652
-4 14 1 595652
-3 14 1 595652
-2 14 1 595652
-1 14 1 595652
-16 15 1 595652
-15 15 1 595652
-14 15 1 595652
-13 15 1 595652
-12 15 1 595652
-11 15 1 595652
-10 15 1 595652
-9 15 1 595652
-8 15 1 595652
-7 15 1 595652
-6 15 1 595652
-5 15 1 595652
-4 15 1 595652
-3 15 1 595652
-2 15 1 595652
-1 15 1 595652
0 0 0 595652
1 0 0 595652
2 0 0 595652
3 0 0 595652
4 0 0 595652
5 0 0 595652
6 0 0 595652
7 0 0 595652
8 0 0 595652
9 0 0 595652
10 0 0 595652
11 0 0 595652
12 0 0 595652
13 0 0 595652
14 0 0 595652
15 0 0 595652
0 1 0 595652
1 1 0 595652
2 1 0 595652
3 1 0 595652
4 1 0 595652
5 1 0 595652
6 1 0 595652
7 1 0 595652
8 1 0 595652
9 1 0 595652
10 1 0 595652
11 1 0 595652
12 1 0 595652
13 1 0 595652
14 1 0 595652
15 1 0 595652
0 2 0 595652
1 2 0 595652
2 2 0 595652
3 2 0 595652
4 2 0 595652
5 2 0 595652
6 2 0 595652
7 2 0 595652
8 2 0 595652
9 2 0 595652
10 2 0 595652
11 2 0 595652
12 2 0 595652
13 2 0 595652
14 2 0 595652
15 2 0 595652
0 3 0 595652
1 3 0 595652
2 3 0 595652
3 3 0 595652
4 3 0 595652
5 3 0 595652
6 3 0 595652
7 3 0 595652
8 3 0 595652
9 3 0 595652
10 3 0 595652
11 3 0 595652
12 3 0 595652
13 3 0 595652
14 3 0 595652
15 3 0 595652
0 4 0 595652
1 4 0 595652
2 4 0 595652
3 4 0 595652
4 4 0 595652
5 4 0 595652
6 4 0 595652
7 4 0 595652
8 4 0 595652
9 4 0 595652
10 4 0 595652
11 4 0 595652
12 4 0 595652
13 4 0 595652
14 4 0 595652
15 4 0 595652
0 5 0 595652
1 5 0 595652
2 5 0 595652
3 5 0 595652
4 5 0 595652
5 5 0 595652
6 5 0 595652
7 5 0 595652
8 5 0 595652
9 5 0 595652
10 5 0 595652
11 5 0 595652
12 5 0 595652
13 5 0 595652
14 5 0 595652
15 5 0 595652
0 6 0 595652
1 6 0 595652
2 6 0 595652
3 6 0 595652
4 6 0 595652
5 6 0 595652
6 6 0 595652
7 6 0 595652
8 6 0 595652
9 6 0 595652
10 6 0 595652
11 6 0 595652
12 6 0 595652
13 6 0 595652
14 6 0 595652
15 6 0 595652
0 7 0 595652
1 7 0 595652
2 7 0 595652
3 7 0 595652
4 7 0 595652
5 7 0 595652
6 7 0 595652
7 7 0 595652
8 7 0 595652
9 7 0 595652
10 7 0 595652
11 7 0 595652
12 7 0 595652
13 7 0 595652
14 7 0 595652
15 7 0 595652
0 8 0 595652
1 8 0 595652
2 8 0 595652
3 8 0 595652
4 8 0 595652
5 8 0 595652
6 8 0 595652
7 8 0 595652
8 8 0 595652
9 8 0 595652
10 8 0 595652
11 8 0 595652
12 8 0 595652
13 8 0 595652
14 8 0 595652
15 8 0 595652
0 9 0 595652
1 9 0 595652
2 9 0 595652
3 9 0 595652
4 9 0 595652
5 9 0 595652
6 9 0 595652
7 9 0 595652
8 9 0 595652
9 9 0 595652
10 9 0 595652
11 9 0 595652
12 9 0 595652
13 9 0 595652
14 9 0 595652
15 9 0 595652
0 10 0 595652
1 10 0 595652
2 10 0 595652
3 10 0 595652
4 10 0 595652
5 10 0 595652
6 10 0 595652
7 10 0 595652
8 10 0 595652
9 10 0 595652
10 10 0 595652
11 10 0 595652
12 10 0 595652
13 10 0 595652
14 10 0 595652
15 10 0 595652
0 11 0 595652
1 11 0 595652
2 11 0 595652
3 11 0 595652
4 11 0 595652
5 11 0 595652
6 11 0 595652
7 11 0 595652
8 11 0 595652
9 11 0 595652
10 11 0 595652
11 11 0 595652
12 11 0 595652
13 11 0 595652
14 11 0 595652
15 11 0 595652
0 12 0 595652
1 12 0 595652
2 12 0 595652
3 12 0 595652
4 12 0 595652
5 12 0 595652
6 12 0 595652
7 12 0 595652
8 12 0 595652
9 12 0 595652
10 12 0 595652
11 12 0 595652
12 12 0 595652
13 12 0 595652
14 12 0 595652
15 12 0 595652
0 13 0 595652
1 13 0 595652
2 13 0 595652
3 13 0 595652
4 13 0 595652
5 13 0 595652
6 13 0 595652
7 13 0 595652
8 13 0 595652
9 13 0 595652
10 13 0 595652
11 13 0 595652
12 13 0 595652
13 13 0 595652
14 13 0 595652
15 13 0 595652
0 14 0 595652
1 14 0 595652
2 14 0 595652
3 14 0 595652
4 14 0 595652
5 14 0 595652
6 14 0 595652
7 14 0 595652
8 14 0 595652
9 14 0 595652
10 14 0 595652
11 14 0 595652
12 14 0 595652
13 14 0 595652
14 14 0 595652
15 14 0 595652
0 15 0 595652
1 15 0 595652
2 15 0 595652
3 15 0 595652
4 15 0 595652
5 15 0 595652
6 15 0 595652
7 15 0 595652
8 15 0 595652
9 15 0 595652
10 15 0 595652
11 15 0 595652
12 15 0 595652
13 15 0 595652
14 15 0 595652
15 15 0 595652
0 0 1 595652
1 0 1 595652
2 0 1 595652
3 0 1 595652
4 0 1 595652
5 0 1 595652
6 0 1 595652
7 0 1 595652
8 0 1 595652
9 0 1 595652
10 0 1 595652
11 0 1 595652
12 0 1 595652
13 0 1 595652
